symbol_nse,note
NSE:MODIS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MODISONLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MODTHREAD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MOHITIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MOKSH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MOL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MOLDTECH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MOLDTKPAC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MONARCH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MONEYBOXX-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MONTECARLO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MORARJEE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MOREPENLAB-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MOSCHIP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MOTISONS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MOTOGENFIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MPSLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MSPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MTEDUCARE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MTNL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MUFIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MUFTI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MUKANDLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MUKKA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MUKTAARTS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MUNJALAU-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MUNJALSHOW-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MURUDCERA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MUTHOOTCAP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MUTHOOTMF-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MVGJL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MWL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NACLIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NAGAFERT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NAGREEKCAP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NAGREEKEXP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NAHARCAP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NAHARINDUS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NAHARPOLY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NAHARSPING-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NARMADA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NATCAPSUQ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NATHBIOGEN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NAVKARCORP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NAVKARURB-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NAVNETEDUL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NBIFIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NCLIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NDGL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NDL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NDLVENTURE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NDRAUTO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NDTV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NECCLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NECLIFE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NELCAST-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NELCO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NEPHROPLUS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NEUEON-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NEXTMEDIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NGIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NGLFINE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NIBE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NIBL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NIITLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NIITMTS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NILAINFRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NILASPACES-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NILKAMAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NINSYS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NIPPOBATRY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NIRAJ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NIRAJISPAT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NITCO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NITINFIRE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NITINSPIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NITIRAJ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NKIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NOCIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NOIDATOLL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NORBTEAEXP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NORTHARC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NOVAAGRI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NPST-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NRAIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NRBBEARING-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NRL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NSIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NUCLEUS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:NURECA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OBCL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OCCLLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ODIGMA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OILCOUNTUB-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OMAXAUTO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OMAXE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OMFREIGHT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OMINFRAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OMKARCHEM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OMNI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ONELIFECAP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ONEPOINT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ONMOBILE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ONWARDTEC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORBTEXP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORCHASP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORCHPHARMA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORICONENT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORIENTALTL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORIENTBELL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORIENTCER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORIENTELEC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORIENTHOT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORIENTLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORIENTPPR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORIENTTECH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORISSAMINE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORTEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ORTINGLOBE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OSIAHYPER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OSWALAGRO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OSWALGREEN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:OSWALSEEDS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PACEDIGITK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PAISALO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PAKKA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PALASHSECU-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PALREDTEC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PANACEABIO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PANACHE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PANAMAPET-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PANSARI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PARACABLES-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PARAGMILK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PARASPETRO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PARKHOTELS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PARSVNATH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PASHUPATI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PASUPTAC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PATELENG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PATELRMART-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PATINTLOG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PAUSHAKLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PAVNAIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PDMJEPAPER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PDSL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PEARLPOLY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PENIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PENINLAND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PFS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PGHL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PIGL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PILANIINVS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PILITA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PIONEEREMB-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PITTIENG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PIXTRANS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PKTEA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PLASTIBLEN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PLATIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PLAZACABLE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PNBGILTS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PNC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PNGSREVA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:POCL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PODDARMENT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:POKARNA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:POLYPLEX-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PONNIERODE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PPAP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRABHA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRABHA-RE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRAENG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRAKASH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRAKASHSTL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRAXIS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRECAM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRECOT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRECWIRE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PREMEXPLN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PREMIER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PREMIERPOL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRIMESECU-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRIMO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRINCEPIPE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRITI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRITIKAUTO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PROSTARM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PROTEAN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PROZONER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PRUDMOULI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PSB-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PSPPROJECT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PTL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PUNJABCHEM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PUNJLLOYD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PVP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PVSL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:PYRAMID-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:QUADFUTURE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:QUICKHEAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:QUINTEGRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RACE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RACLGEAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RADAAN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RADHIKAJWE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RADIANTCMS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RADIOCITY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAJESHEXPO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAJMET-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAJOOENG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAJRATAN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAJRILTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAJSREESUG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAJTV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAMANEWS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAMAPHO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAMASTEEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAMCOIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAMCOSYS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAMKY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAMRAT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RANASUG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RANEHOLDIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RATNAMANI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RATNAVEER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAYMOND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RAYMONDREL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RBZJEWEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RCOM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:REGAAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:REGENCERAM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RELCHEMQ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RELIABLE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RELINFRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RELTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:REMSONSIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:REPCOHOME-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:REPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:REPRO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RESPONIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RETAIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RGL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RHETAN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RHL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RICOAUTO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RIIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RISHABH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RITCO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RKDL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RKEC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RKSWAMY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RMCL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RMDRIP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RML-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RNBDENIMS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ROHLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ROLEXRINGS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ROLLT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ROML-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ROSSARI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ROSSELLIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ROSSTECH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ROTO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RPEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RPGLIFE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RPPINFRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RPPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RPSGVENT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RPTECH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RSL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RSSOFTWARE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RSWM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RSYSTEMS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RUBFILA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RUBYMILLS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RUCHINFRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RUCHIRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RUDRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RUPA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RUSHABEAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RUSHIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RUSTOMJEE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RVHL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:RVTH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:S&SPOWER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
